file,image,venue_name,venue_location,date,act_name,performer,description,billing_notes,ticket_prices
NFA178R12-28,,Argyle Theatre of Varieties,Birkenhead,"Monday, August 22, 1892","In his Latest Successes→""Wives,"" ""It's Awkward,"" ""When You're a Soldier,"" &c.",Rowland,Time of opening and prices as usual.,[no_data],
NFA178R12-28,,Argyle Theatre of Varieties,Birkenhead,"Monday, August 22, 1892",Serio-Comedienne and Speciality Lightning Change Artiste.,Merrie Rosie,Time of opening and prices as usual.,[no_data],
NFA178R12-28,,Argyle Theatre of Varieties,Birkenhead,"Monday, August 22, 1892",Variety Artiste' and Hungarian Boot'Dancer.,Annie Foxcroft,Time of opening and prices as usual.,[no_data],
NFA178R12-28,,Argyle Theatre of Varieties,Birkenhead,"Monday, August 22, 1892","Burlesque Artistes, Vocalists and Dancers.",Sisters Terry,Time of opening and prices as usual.,[no_data],
NFA178R12-28,,Argyle Theatre of Varieties,Birkenhead,"Monday, August 22, 1892",Ethiopan Grotesque and Wonderful Dancer.,James McCail,Time of opening and prices as usual.,[no_data],
NFA178R12-28,,Argyle Theatre of Varieties,Birkenhead,"Monday, August 22, 1892",Dancer and Speciality Artiste.,Darby,Time of opening and prices as usual.,[no_data],
NFA178R12-26,,Argyle Theatre of Varieties,Birkenhead,"Monday, August 8, 1892","Justiy entitled the ""HUMAN SNAKES,"" which performance must be seen to be believed.",Rennie Bros,Time of opening and prices as usual.,[no_data],
NFA178R12-26,,Argyle Theatre of Varieties,Birkenhead,"Monday, August 8, 1892",EXQUISITE VOCALISTS AND DANCERS.,Sisters Kendal,Time of opening and prices as usual.,[no_data],
NFA178R12-26,,Argyle Theatre of Varieties,Birkenhead,"Monday, August 8, 1892",One of the few Legitimate Comic Singers of the present day.,Reynolds,Time of opening and prices as usual.,[no_data],
NFA178R12-26,,Argyle Theatre of Varieties,Birkenhead,"Monday, August 8, 1892",[no_data],Lonsdale,Time of opening and prices as usual.,[no_data],
NFA178R12-26,,Argyle Theatre of Varieties,Birkenhead,"Monday, August 8, 1892",THE SILENT CONVERSATIONALISTS!,Geraghty,Time of opening and prices as usual.,[no_data],
NFA178R12-26,,Argyle Theatre of Varieties,Birkenhead,"Monday, August 8, 1892",THE SILENT CONVERSATIONALISTS!,Gilligan,Time of opening and prices as usual.,[no_data],
NFA178R12-26,,Argyle Theatre of Varieties,Birkenhead,"Monday, August 8, 1892",Burlesque Artists and Character Vocalist.,Horman,Time of opening and prices as usual.,[no_data],
NFA178R12-26,,Argyle Theatre of Varieties,Birkenhead,"Monday, August 8, 1892",THE FAVOURITE DESCRIPTIVE VOCALIST AND DANCER.,Lang,Time of opening and prices as usual.,[no_data],
NFA178R12-26,,Argyle Theatre of Varieties,Birkenhead,"Monday, August 8, 1892",A COMIC VOCALIST YOU CAN UNDERSTAND.,Wright,Time of opening and prices as usual.,[no_data],
NFA178R12-26,,Argyle Theatre of Varieties,Birkenhead,"Monday, August 8, 1892",The Great and Popular Operatic Duettists and Ballad Vocalists,Yates,Time of opening and prices as usual.,[no_data],
NFA178R12-26,,Argyle Theatre of Varieties,Birkenhead,"Monday, August 8, 1892",The Great and Popular Operatic Duettists and Ballad Vocalists,Emslie,Time of opening and prices as usual.,[no_data],
NFA178R12-18,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, April 6, 1891",THE GREATEST 'IRISH COMEDIANS ON EARTH Their First Engagement in Birkenhead since they appeared in conjunction with the Liverpool STAR Company.,TWO MACS Mike,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-18,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, April 6, 1891",THE GREATEST 'IRISH COMEDIANS ON EARTH Their First Engagement in Birkenhead since they appeared in conjunction with the Liverpool STAR Company.,TWO Macs Joe,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-18,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, April 6, 1891",The Fascinating Serio and Descriptive Vocalist.,Peggy Pond,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, April 6, 1891","Instrumentalists, Duettists and Dancers.",Sisters Weston,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, April 6, 1891",The Popular Tyrolean Vocalist and Swiss Warbler.,Blane,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-18,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, April 6, 1891",Serio-Comic Vocalist.,Maccabe,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-18,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, April 6, 1891",Military and Comic Vocalist.,Spears,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-18,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, April 6, 1891",[no_data],Hibbs' Quartette,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-18,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, April 6, 1891",THE GREATEST.STAR LOW COMEDY ARTISTE IN THE WORLD POSITIVELY HER LAST SIX NIGHTS.,Lundberg,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-18,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, April 6, 1891",From the London Pavilios.,The Great Millis,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-17,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Feb 2, 1891",America's Greatest and most Marvellous Performers THE CENTURY'S SENSATION.,Donaldson Brothers,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-17,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Feb 2, 1891",The Renowned Comic Singer and Champion Dancer,Haslam,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-17,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Feb 2, 1891",Serio-Comic Vocalist and Dancer.,Carrie Joy,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-17,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Feb 2, 1891",[no_data],Mataros,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-17,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Feb 2, 1891",Ballad and Descriptive Vocalist,Edgar Izon,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-17,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Feb 2, 1891",The Favourite Extempore Vocalist.,West,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-17,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Feb 2, 1891",Serio-Comic and Dancer,Nellie North,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-17,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Feb 2, 1891","(FOUR IN Number), In their Great London Success, entitled ""SUNSHINE AFTER RAIN.""",Forrest Combination,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-16,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Jan 26, 1891","America's Recognised Comedians, In their New and Original Absurdity, entitled 'MIXTURES.'",Frazer,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-16,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Jan 26, 1891","America's Recognised Comedians, In their New and Original Absurdity, entitled 'MIXTURES.'",Allen,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-16,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Jan 26, 1891",Serio-comidienne,Gladys Lorne,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-16,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Jan 26, 1891",Four of the most Original Variety Performers on the Boards.,3 Stannards,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-16,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Jan 26, 1891",Four of the most Original Variety Performers on the Boards.,Miss Patrick,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-16,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Jan 26, 1891","The Greatest of all Extempore Vocalists, ""The Captain called the Mate, and the Mate said, Oh !""",West,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-16,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Jan 26, 1891","The London Favourites, DUelists and Dancers.",Flexmore,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-16,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Jan 26, 1891",In their Classical and Comical Performance on the Triple Horizontal Bars.,Voltynes,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-16,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Jan 26, 1891",Comedian and Dancer.,Ted Millins,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-16,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Jan 26, 1891","Variet Entertainers, Introducing thier clever Performing Dog, ROSE.",Brady,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-16,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Jan 26, 1891","Variet Entertainers, Introducing thier clever Performing Dog, ROSE.",Johnson,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-16,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Jan 26, 1891",THE WORLD'S WONDERS,Donaldson Bros.,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-10,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Mar 17, 1890","The Deservedly Popular Comic Vocalist, CHaracter Artiste, Humorist, and one of the most prominent Entertainers of the Day.",Ripon,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-10,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Mar 17, 1890",Lady Speciality Artiste.,Pretty Peggy Pond,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-10,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Mar 17, 1890","Vocal Character Actor, See his Specialities, ""What's a Man,"" and ""An English Dragoon.""",Spears,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-10,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Mar 17, 1890","The Sensational Knockabouts, Irish and American Comedians, Dancers and Burlesque Actors.",McGrath,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-10,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Mar 17, 1890",The Favourite Ballad Vocalist and Burlesque Actress.,Arnold,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-10,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Mar 17, 1890",Dutch and Character Comedian and CHaracteristic Change Artiste.,Tom Stanley,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-10,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Mar 17, 1890",Vocalist and Dancer,Fred Austin,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-10,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Mar 17, 1890","The Talkative Two. CHampion Chinners. Leather-Tongued Luminaries. THE CONVERSATIONAL COMEDIANS Best any other Brace of Burlesuists on the boards; and bear this in mind, they can both Sing and Dance.",Geraghty,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-10,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Mar 17, 1890","The Talkative Two. CHampion Chinners. Leather-Tongued Luminaries. THE CONVERSATIONAL COMEDIANS Best any other Brace of Burlesuists on the boards; and bear this in mind, they can both Sing and Dance.",Gilligan,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-9,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Mar 3, 1890","FOUR IN NUMBER. BEAUTIFUL YOUNG LADY BICYCLISTS, ADELE, EMMALINE, WINIFRED and BELLE, each one an Artiste and Performer. THE CARNIVAL OF BADOURA LANTERNS. Performed only by the Four Young Ladies of this Troupe.",Silvani Troupe,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-9,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Mar 3, 1890","""The Rocket Queen.""",Louie Deakin,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-9,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Mar 3, 1890","Colodianist, Comedian and Colour-Sketcher.",Westwood,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-9,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Mar 3, 1890",Eccentric Negro Comedian and Dancer.,Bob Gates,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-9,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Mar 3, 1890","In all New G'ees, Trios and Miscellaneous Songs.",Olympian Quintette,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-9,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Mar 3, 1890",Serio and Dancer.,Nellie Ward,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-9,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Mar 3, 1890",The Renowned Irish Comedian and Vocalist.,Brannan,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",
NFA178R12-9,,Argyle Theatre of Varieties,"(Late PRINCE OF WALES), Argyle Street, Birkenhead","Monday, Mar 3, 1890","BY MESSRS. CORNISH, HARDY, SAMPSON AND THE BROTHERS SLOCUM.",BACK FROM KANSAS,"Half-price at 9 o'clock to Stalls and Boxes. Doors open at Seven, to commence at Half-past.","3D, 6D, 9D, 1s, 2s",